UZAName,Year,Average of VOMS,Category
"Modesto, CA",2017,21.00,Non-Rail
"Modesto, CA",2018,21.00,Non-Rail
"Modesto, CA",2019,22.00,Non-Rail
"Modesto, CA",2020,25.18,Non-Rail
"Modesto, CA",2021,29.43,Non-Rail
"Monessen-California, PA",2011,12.92,Non-Rail
"Monessen-California, PA",2012,31.25,Non-Rail
"Monessen-California, PA",2013,11.00,Non-Rail
"Monessen-California, PA",2014,9.50,Non-Rail
"Monessen-California, PA",2015,10.50,Non-Rail
"Monessen-California, PA",2016,11.50,Non-Rail
"Monessen-California, PA",2017,11.50,Non-Rail
"Monessen-California, PA",2018,15.00,Non-Rail
"Monessen-California, PA",2019,21.50,Non-Rail
"Monessen-California, PA",2020,21.00,Non-Rail
"Monessen-California, PA",2021,21.67,Non-Rail
"Monroe, LA",2011,8.50,Non-Rail
"Monroe, MI",2016,12.17,Non-Rail
"Monroe, MI",2017,11.71,Non-Rail
"Monroe, MI",2018,11.17,Non-Rail
"Monroe, MI",2019,11.38,Non-Rail
"Monroe, MI",2020,9.35,Non-Rail
"Monroe, MI",2021,9.67,Non-Rail
"Montgomery, AL",2011,16.00,Non-Rail
"Montgomery, AL",2012,14.50,Non-Rail
"Montgomery, AL",2013,14.50,Non-Rail
"Montgomery, AL",2014,13.50,Non-Rail
"Montgomery, AL",2015,13.50,Non-Rail
"Montgomery, AL",2016,13.50,Non-Rail
"Montgomery, AL",2017,13.50,Non-Rail
"Montgomery, AL",2018,13.25,Non-Rail
"Montgomery, AL",2019,12.50,Non-Rail
"Montgomery, AL",2020,12.50,Non-Rail
"Montgomery, AL",2021,12.50,Non-Rail
"Morgantown, WV",2011,11.63,Non-Rail
"Morgantown, WV",2012,44.33,Rail
"Morgantown, WV",2013,50.42,Rail
"Morgantown, WV",2014,49.40,Rail
"Morgantown, WV",2015,42.50,Rail
"Morgantown, WV",2016,35.80,Rail
"Morgantown, WV",2017,38.70,Rail
"Morgantown, WV",2018,30.20,Rail
"Morgantown, WV",2019,42.20,Rail
"Morgantown, WV",2020,42.00,Rail
"Morristown, TN",2012,96.33,Non-Rail
"Morristown, TN",2013,97.17,Non-Rail
"Mount Vernon, WA",2011,23.31,Non-Rail
"Mount Vernon, WA",2012,18.75,Non-Rail
"Mount Vernon, WA",2013,20.29,Non-Rail
"Mount Vernon, WA",2014,20.75,Non-Rail
"Mount Vernon, WA",2015,21.21,Non-Rail
"Mount Vernon, WA",2016,21.27,Non-Rail
"Mount Vernon, WA",2017,20.88,Non-Rail
"Mount Vernon, WA",2018,21.35,Non-Rail
"Mount Vernon, WA",2019,21.96,Non-Rail
"Mount Vernon, WA",2020,16.06,Non-Rail
"Mount Vernon, WA",2021,12.20,Non-Rail
"Muncie, IN",2011,17.08,Non-Rail
"Muncie, IN",2012,16.38,Non-Rail
"Muncie, IN",2013,16.79,Non-Rail
"Muncie, IN",2014,17.63,Non-Rail
"Muncie, IN",2015,17.63,Non-Rail
"Muncie, IN",2016,17.08,Non-Rail
"Muncie, IN",2017,17.17,Non-Rail
"Muncie, IN",2018,16.79,Non-Rail
"Muncie, IN",2019,18.00,Non-Rail
"Muncie, IN",2020,18.00,Non-Rail
"Muncie, IN",2021,18.00,Non-Rail
"Murfreesboro, TN",2011,10.50,Non-Rail
"Murfreesboro, TN",2013,64.58,Non-Rail
"Muskegon, MI",2011,8.92,Non-Rail
"Myrtle Beach-Socastee, SC-NC",2011,21.00,Non-Rail
"Myrtle Beach-Socastee, SC-NC",2012,17.71,Non-Rail
"Myrtle Beach-Socastee, SC-NC",2013,16.79,Non-Rail
"Myrtle Beach-Socastee, SC-NC",2014,8.83,Non-Rail
"Myrtle Beach-Socastee, SC-NC",2015,7.25,Non-Rail
"Napa, CA",2011,14.50,Non-Rail
"Napa, CA",2012,11.56,Non-Rail
"Napa, CA",2013,14.17,Non-Rail
"Napa, CA",2014,14.33,Non-Rail
"Napa, CA",2015,14.33,Non-Rail
"Napa, CA",2016,14.33,Non-Rail
"Napa, CA",2017,14.00,Non-Rail
"Napa, CA",2018,12.50,Non-Rail
"Napa, CA",2019,12.94,Non-Rail
"Napa, CA",2020,11.03,Non-Rail
"Napa, CA",2021,10.33,Non-Rail
"Nashua, NH-MA",2011,7.50,Non-Rail
"Nashua, NH-MA",2012,7.50,Non-Rail
"Nashua, NH-MA",2013,7.50,Non-Rail
"Nashua, NH-MA",2014,7.33,Non-Rail
"Nashua, NH-MA",2015,7.13,Non-Rail
"Nashua, NH-MA",2016,7.25,Non-Rail
"Nashua, NH-MA",2017,7.33,Non-Rail
"Nashua, NH-MA",2018,7.63,Non-Rail
"Nashua, NH-MA",2019,8.00,Non-Rail
"Nashua, NH-MA",2020,7.14,Non-Rail
"Nashua, NH-MA",2021,7.00,Non-Rail
"Nashville-Davidson, TN",2011,50.38,Non-Rail
"Nashville-Davidson, TN",2011,5.00,Rail
"Nashville-Davidson, TN",2012,52.10,Non-Rail
"Nashville-Davidson, TN",2012,5.00,Rail
"Nashville-Davidson, TN",2013,53.19,Non-Rail
"Nashville-Davidson, TN",2013,6.00,Rail
"Nashville-Davidson, TN",2014,50.44,Non-Rail
"Nashville-Davidson, TN",2014,7.00,Rail
"Nashville-Davidson, TN",2015,47.40,Non-Rail
"Nashville-Davidson, TN",2015,7.00,Rail
"Nashville-Davidson, TN",2016,47.21,Non-Rail
"Nashville-Davidson, TN",2016,7.00,Rail
"Nashville-Davidson, TN",2017,51.27,Non-Rail
"Nashville-Davidson, TN",2017,7.50,Rail
"Nashville-Davidson, TN",2018,56.96,Non-Rail
"Nashville-Davidson, TN",2018,8.00,Rail
"Nashville-Davidson, TN",2019,55.08,Non-Rail
"Nashville-Davidson, TN",2019,8.00,Rail
"Nashville-Davidson, TN",2020,36.51,Non-Rail
"Nashville-Davidson, TN",2020,7.08,Rail
"Nashville-Davidson, TN",2021,32.28,Non-Rail
"Nashville-Davidson, TN",2021,6.00,Rail
"New Bedford, MA",2011,37.25,Non-Rail
"New Bedford, MA",2012,34.50,Non-Rail
"New Bedford, MA",2013,34.83,Non-Rail
"New Bedford, MA",2014,34.46,Non-Rail
"New Bedford, MA",2015,34.58,Non-Rail
"New Bedford, MA",2016,35.33,Non-Rail
"New Bedford, MA",2017,35.71,Non-Rail
"New Bedford, MA",2018,35.75,Non-Rail
"New Bedford, MA",2019,37.54,Non-Rail
"New Bedford, MA",2020,31.38,Non-Rail
"New Bedford, MA",2021,36.00,Non-Rail
"New Haven, CT",2011,56.47,Non-Rail
"New Haven, CT",2012,56.78,Non-Rail
"New Haven, CT",2013,57.44,Non-Rail
"New Haven, CT",2014,56.47,Non-Rail
"New Haven, CT",2015,57.03,Non-Rail
"New Haven, CT",2016,74.57,Non-Rail
"New Haven, CT",2017,87.33,Non-Rail
"New Haven, CT",2018,79.50,Non-Rail
"New Haven, CT",2019,74.75,Non-Rail
"New Haven, CT",2020,70.33,Non-Rail
"New Haven, CT",2021,70.50,Non-Rail
"New Orleans, LA",2011,26.95,Non-Rail
"New Orleans, LA",2011,22.58,Rail
"New Orleans, LA",2012,26.56,Non-Rail
"New Orleans, LA",2012,21.00,Rail
"New Orleans, LA",2013,25.68,Non-Rail
"New Orleans, LA",2013,24.00,Rail
"New Orleans, LA",2014,24.08,Non-Rail
"New Orleans, LA",2014,27.00,Rail
"New Orleans, LA",2015,25.73,Non-Rail
"New Orleans, LA",2015,25.42,Rail
"New Orleans, LA",2016,25.62,Non-Rail
"New Orleans, LA",2016,27.25,Rail
"New Orleans, LA",2017,26.20,Non-Rail
"New Orleans, LA",2017,31.00,Rail
"New Orleans, LA",2018,26.40,Non-Rail
"New Orleans, LA",2018,31.00,Rail
"New Orleans, LA",2019,27.19,Non-Rail
"New Orleans, LA",2019,24.50,Rail
"New Orleans, LA",2020,25.54,Non-Rail
"New Orleans, LA",2020,25.42,Rail
"New Orleans, LA",2021,24.00,Non-Rail
"New Orleans, LA",2021,20.67,Rail
"New York-Newark, NY-NJ-CT",2011,209.38,Non-Rail
"New York-Newark, NY-NJ-CT",2011,1072.17,Rail
"New York-Newark, NY-NJ-CT",2012,205.76,Non-Rail
"New York-Newark, NY-NJ-CT",2012,954.34,Rail
"New York-Newark, NY-NJ-CT",2013,209.94,Non-Rail
"New York-Newark, NY-NJ-CT",2013,978.57,Rail
"New York-Newark, NY-NJ-CT",2014,215.87,Non-Rail
"New York-Newark, NY-NJ-CT",2014,1010.20,Rail
"New York-Newark, NY-NJ-CT",2015,229.74,Non-Rail
"New York-Newark, NY-NJ-CT",2015,1012.26,Rail
"New York-Newark, NY-NJ-CT",2016,226.74,Non-Rail
"New York-Newark, NY-NJ-CT",2016,1009.66,Rail
"New York-Newark, NY-NJ-CT",2017,226.79,Non-Rail
"New York-Newark, NY-NJ-CT",2017,1010.90,Rail
"New York-Newark, NY-NJ-CT",2018,221.25,Non-Rail
"New York-Newark, NY-NJ-CT",2018,996.70,Rail
"New York-Newark, NY-NJ-CT",2019,242.09,Non-Rail
"New York-Newark, NY-NJ-CT",2019,979.59,Rail
"New York-Newark, NY-NJ-CT",2020,219.38,Non-Rail
"New York-Newark, NY-NJ-CT",2020,964.79,Rail
"New York-Newark, NY-NJ-CT",2021,236.68,Non-Rail
"New York-Newark, NY-NJ-CT",2021,1086.39,Rail
"Newark, OH",2011,21.21,Non-Rail
"Newark, OH",2012,32.17,Non-Rail
"Newark, OH",2013,39.33,Non-Rail
"Newark, OH",2014,37.75,Non-Rail
"Newark, OH",2015,36.92,Non-Rail
"Newark, OH",2016,36.75,Non-Rail
"Newark, OH",2017,34.50,Non-Rail
"Newark, OH",2018,32.83,Non-Rail
"Newark, OH",2019,26.33,Non-Rail
"Newark, OH",2020,15.75,Non-Rail
"Newark, OH",2021,14.67,Non-Rail
Non-UZA,2011,7.67,Non-Rail
Non-UZA,2012,4.75,Non-Rail
Non-UZA,2013,5.25,Non-Rail
"Norman, OK",2011,10.38,Non-Rail
"North Port-Port Charlotte, FL",2011,22.42,Non-Rail
"North Port-Port Charlotte, FL",2012,11.89,Non-Rail
"North Port-Port Charlotte, FL",2013,10.03,Non-Rail
"North Port-Port Charlotte, FL",2014,12.41,Non-Rail
"North Port-Port Charlotte, FL",2015,13.08,Non-Rail
"North Port-Port Charlotte, FL",2016,13.33,Non-Rail
"North Port-Port Charlotte, FL",2017,14.38,Non-Rail
"North Port-Port Charlotte, FL",2018,12.92,Non-Rail
"North Port-Port Charlotte, FL",2019,12.33,Non-Rail
"North Port-Port Charlotte, FL",2020,8.35,Non-Rail
"North Port-Port Charlotte, FL",2021,7.33,Non-Rail
"Norwich-New London, CT-RI",2011,10.92,Non-Rail
"Norwich-New London, CT-RI",2013,9.96,Non-Rail
"Norwich-New London, CT-RI",2014,10.50,Non-Rail
"Norwich-New London, CT-RI",2015,10.50,Non-Rail
"Norwich-New London, CT-RI",2016,10.75,Non-Rail
"Norwich-New London, CT-RI",2017,10.88,Non-Rail
"Norwich-New London, CT-RI",2018,11.21,Non-Rail
"Norwich-New London, CT-RI",2019,11.00,Non-Rail
"Norwich-New London, CT-RI",2020,10.63,Non-Rail
"Norwich-New London, CT-RI",2021,11.00,Non-Rail
"Ocala, FL",2011,4.00,Non-Rail
"Ocala, FL",2012,4.00,Non-Rail
"Ocala, FL",2013,4.00,Non-Rail
"Ocala, FL",2014,4.00,Non-Rail
"Ocala, FL",2015,4.00,Non-Rail
"Ocala, FL",2016,4.00,Non-Rail
"Ocala, FL",2017,4.00,Non-Rail
"Ocala, FL",2018,4.00,Non-Rail
"Odessa, TX",2011,9.17,Non-Rail
"Odessa, TX",2012,8.54,Non-Rail
"Odessa, TX",2013,6.74,Non-Rail
"Oklahoma City, OK",2011,15.78,Non-Rail
"Oklahoma City, OK",2012,14.95,Non-Rail
"Oklahoma City, OK",2013,15.16,Non-Rail
"Oklahoma City, OK",2014,15.79,Non-Rail
"Oklahoma City, OK",2015,16.04,Non-Rail
"Oklahoma City, OK",2016,16.92,Non-Rail
"Oklahoma City, OK",2017,15.89,Non-Rail
"Oklahoma City, OK",2018,15.93,Non-Rail
"Oklahoma City, OK",2018,5.00,Rail
"Oklahoma City, OK",2019,18.02,Non-Rail
"Oklahoma City, OK",2019,5.00,Rail
"Oklahoma City, OK",2020,27.96,Non-Rail
"Oklahoma City, OK",2020,4.58,Rail
"Oklahoma City, OK",2021,33.00,Non-Rail
"Oklahoma City, OK",2021,5.00,Rail
"Olympia-Lacey, WA",2011,92.31,Non-Rail
"Olympia-Lacey, WA",2012,74.19,Non-Rail
"Olympia-Lacey, WA",2013,75.65,Non-Rail
"Olympia-Lacey, WA",2014,76.52,Non-Rail
"Olympia-Lacey, WA",2015,74.19,Non-Rail
"Olympia-Lacey, WA",2016,69.38,Non-Rail
"Olympia-Lacey, WA",2017,67.90,Non-Rail
"Olympia-Lacey, WA",2018,69.38,Non-Rail
"Olympia-Lacey, WA",2019,70.52,Non-Rail
"Olympia-Lacey, WA",2020,73.97,Non-Rail
"Olympia-Lacey, WA",2021,70.33,Non-Rail
"Omaha, NE-IA",2011,51.11,Non-Rail
"Omaha, NE-IA",2012,44.61,Non-Rail
"Omaha, NE-IA",2013,60.00,Non-Rail
"Omaha, NE-IA",2014,60.33,Non-Rail
"Omaha, NE-IA",2015,58.38,Non-Rail
"Omaha, NE-IA",2016,53.25,Non-Rail
"Omaha, NE-IA",2017,52.75,Non-Rail
"Omaha, NE-IA",2018,53.58,Non-Rail
"Omaha, NE-IA",2019,57.17,Non-Rail
"Omaha, NE-IA",2020,48.33,Non-Rail
"Omaha, NE-IA",2021,42.33,Non-Rail
"Orlando, FL",2011,156.19,Non-Rail
"Orlando, FL",2012,118.90,Non-Rail
"Orlando, FL",2013,110.58,Non-Rail
"Orlando, FL",2014,103.00,Non-Rail
"Orlando, FL",2014,30.00,Rail
"Orlando, FL",2015,86.64,Non-Rail
"Orlando, FL",2015,24.00,Rail
"Orlando, FL",2016,93.22,Non-Rail
"Orlando, FL",2016,17.17,Rail
"Orlando, FL",2017,110.66,Non-Rail
"Orlando, FL",2017,16.08,Rail
"Orlando, FL",2018,120.87,Non-Rail
"Orlando, FL",2018,18.58,Rail
"Orlando, FL",2019,130.65,Non-Rail
"Orlando, FL",2019,22.25,Rail
"Orlando, FL",2020,106.47,Non-Rail
"Orlando, FL",2020,22.00,Rail
"Orlando, FL",2021,102.00,Non-Rail
"Orlando, FL",2021,21.67,Rail
"Oshkosh, WI",2011,12.33,Non-Rail
"Oshkosh, WI",2012,12.33,Non-Rail
"Oshkosh, WI",2013,11.64,Non-Rail
"Oshkosh, WI",2014,11.33,Non-Rail
"Oshkosh, WI",2015,10.67,Non-Rail
"Oshkosh, WI",2016,10.00,Non-Rail
"Oshkosh, WI",2017,10.00,Non-Rail
"Oshkosh, WI",2018,10.00,Non-Rail
"Oshkosh, WI",2019,13.33,Non-Rail
"Oshkosh, WI",2020,13.33,Non-Rail
"Oshkosh, WI",2021,13.33,Non-Rail
"Owensboro, KY",2015,74.50,Non-Rail
"Owensboro, KY",2016,74.58,Non-Rail
"Owensboro, KY",2017,80.42,Non-Rail
"Owensboro, KY",2018,60.33,Non-Rail
"Owensboro, KY",2019,37.75,Non-Rail
"Owensboro, KY",2020,33.67,Non-Rail
"Owensboro, KY",2021,33.00,Non-Rail
"Oxnard, CA",2011,22.75,Non-Rail
"Oxnard, CA",2012,23.58,Non-Rail
"Oxnard, CA",2013,25.56,Non-Rail
"Oxnard, CA",2014,26.33,Non-Rail
"Oxnard, CA",2015,22.17,Non-Rail
"Oxnard, CA",2016,22.42,Non-Rail
"Oxnard, CA",2017,22.95,Non-Rail
"Oxnard, CA",2018,22.80,Non-Rail
"Oxnard, CA",2019,22.95,Non-Rail
"Oxnard, CA",2020,21.10,Non-Rail
"Oxnard, CA",2021,18.64,Non-Rail
"Palm Bay-Melbourne, FL",2011,35.94,Non-Rail
"Palm Bay-Melbourne, FL",2012,35.52,Non-Rail
"Palm Bay-Melbourne, FL",2013,37.90,Non-Rail
"Palm Bay-Melbourne, FL",2014,37.23,Non-Rail
"Palm Bay-Melbourne, FL",2015,35.85,Non-Rail
"Palm Bay-Melbourne, FL",2016,35.35,Non-Rail
"Palm Bay-Melbourne, FL",2017,33.44,Non-Rail
"Palm Bay-Melbourne, FL",2018,28.75,Non-Rail
"Palm Bay-Melbourne, FL",2019,25.25,Non-Rail
"Palm Bay-Melbourne, FL",2020,20.00,Non-Rail
"Palm Bay-Melbourne, FL",2021,20.92,Non-Rail
"Palm Coast-Daytona Beach-Port Orange, FL",2011,21.90,Non-Rail
"Palm Coast-Daytona Beach-Port Orange, FL",2012,22.30,Non-Rail
"Palm Coast-Daytona Beach-Port Orange, FL",2013,22.90,Non-Rail
"Palm Coast-Daytona Beach-Port Orange, FL",2014,23.83,Non-Rail
"Palm Coast-Daytona Beach-Port Orange, FL",2015,23.38,Non-Rail
"Palm Coast-Daytona Beach-Port Orange, FL",2016,25.01,Non-Rail
"Palm Coast-Daytona Beach-Port Orange, FL",2017,25.65,Non-Rail
"Palm Coast-Daytona Beach-Port Orange, FL",2018,27.88,Non-Rail
"Palm Coast-Daytona Beach-Port Orange, FL",2019,30.18,Non-Rail
"Palm Coast-Daytona Beach-Port Orange, FL",2020,27.06,Non-Rail
"Palm Coast-Daytona Beach-Port Orange, FL",2021,27.27,Non-Rail
"Panama City, FL",2011,23.54,Non-Rail
"Panama City, FL",2012,21.33,Non-Rail
"Panama City, FL",2013,20.33,Non-Rail
"Panama City, FL",2014,15.29,Non-Rail
"Panama City, FL",2015,16.63,Non-Rail
"Panama City, FL",2016,15.92,Non-Rail
"Panama City, FL",2017,14.89,Non-Rail
"Panama City, FL",2018,12.33,Non-Rail
"Panama City, FL",2019,12.42,Non-Rail
"Panama City, FL",2020,12.83,Non-Rail
"Panama City, FL",2021,13.67,Non-Rail
"Parkersburg, WV-OH",2011,5.92,Non-Rail
"Pensacola, FL-AL",2011,23.29,Non-Rail
"Pensacola, FL-AL",2012,27.50,Non-Rail
"Pensacola, FL-AL",2013,27.50,Non-Rail
"Pensacola, FL-AL",2014,27.50,Non-Rail
"Pensacola, FL-AL",2015,29.29,Non-Rail
"Pensacola, FL-AL",2016,30.50,Non-Rail
"Pensacola, FL-AL",2017,30.63,Non-Rail
"Pensacola, FL-AL",2018,29.71,Non-Rail
"Pensacola, FL-AL",2019,32.42,Non-Rail
"Pensacola, FL-AL",2020,37.17,Non-Rail
"Pensacola, FL-AL",2021,37.00,Non-Rail
"Peoria, IL",2011,36.00,Non-Rail
"Peoria, IL",2012,36.00,Non-Rail
"Peoria, IL",2013,36.75,Non-Rail
"Peoria, IL",2014,39.17,Non-Rail
"Peoria, IL",2015,41.75,Non-Rail
"Peoria, IL",2016,41.00,Non-Rail
"Peoria, IL",2017,41.00,Non-Rail
"Peoria, IL",2018,44.00,Non-Rail
"Peoria, IL",2019,46.25,Non-Rail
"Peoria, IL",2020,44.14,Non-Rail
"Petaluma, CA",2011,5.75,Non-Rail
"Petaluma, CA",2012,5.71,Non-Rail
"Petaluma, CA",2013,6.42,Non-Rail
"Petaluma, CA",2014,7.00,Non-Rail
"Petaluma, CA",2015,7.25,Non-Rail
"Petaluma, CA",2016,7.58,Non-Rail
"Petaluma, CA",2017,7.54,Non-Rail
"Petaluma, CA",2018,6.92,Non-Rail
"Petaluma, CA",2019,6.58,Non-Rail
"Petaluma, CA",2020,4.92,Non-Rail
"Petaluma, CA",2021,4.50,Non-Rail
"Philadelphia, PA-NJ-DE-MD",2011,188.01,Non-Rail
"Philadelphia, PA-NJ-DE-MD",2011,167.15,Rail
"Philadelphia, PA-NJ-DE-MD",2012,225.82,Non-Rail
"Philadelphia, PA-NJ-DE-MD",2012,166.75,Rail
"Philadelphia, PA-NJ-DE-MD",2013,267.21,Non-Rail
"Philadelphia, PA-NJ-DE-MD",2013,170.03,Rail
"Philadelphia, PA-NJ-DE-MD",2014,243.97,Non-Rail
"Philadelphia, PA-NJ-DE-MD",2014,173.57,Rail
"Philadelphia, PA-NJ-DE-MD",2015,258.16,Non-Rail
"Philadelphia, PA-NJ-DE-MD",2015,171.43,Rail
"Philadelphia, PA-NJ-DE-MD",2016,244.02,Non-Rail
"Philadelphia, PA-NJ-DE-MD",2016,169.18,Rail
"Philadelphia, PA-NJ-DE-MD",2017,230.83,Non-Rail
"Philadelphia, PA-NJ-DE-MD",2017,171.93,Rail
"Philadelphia, PA-NJ-DE-MD",2018,234.68,Non-Rail
"Philadelphia, PA-NJ-DE-MD",2018,171.85,Rail
"Philadelphia, PA-NJ-DE-MD",2019,236.45,Non-Rail
"Philadelphia, PA-NJ-DE-MD",2019,170.55,Rail
"Philadelphia, PA-NJ-DE-MD",2020,213.04,Non-Rail
"Philadelphia, PA-NJ-DE-MD",2020,147.05,Rail
"Philadelphia, PA-NJ-DE-MD",2021,230.31,Non-Rail
"Philadelphia, PA-NJ-DE-MD",2021,152.00,Rail
"Phoenix-Mesa, AZ",2011,89.24,Non-Rail
"Phoenix-Mesa, AZ",2011,26.17,Rail
"Phoenix-Mesa, AZ",2012,100.27,Non-Rail
"Phoenix-Mesa, AZ",2012,26.00,Rail
"Phoenix-Mesa, AZ",2013,134.36,Non-Rail
"Phoenix-Mesa, AZ",2013,26.00,Rail
"Phoenix-Mesa, AZ",2014,154.44,Non-Rail
"Phoenix-Mesa, AZ",2014,28.00,Rail
"Phoenix-Mesa, AZ",2015,151.00,Non-Rail
"Phoenix-Mesa, AZ",2015,31.67,Rail
"Phoenix-Mesa, AZ",2016,154.28,Non-Rail
"Phoenix-Mesa, AZ",2016,37.67,Rail
"Phoenix-Mesa, AZ",2017,166.63,Non-Rail
"Phoenix-Mesa, AZ",2017,38.00,Rail
"Phoenix-Mesa, AZ",2018,172.80,Non-Rail
"Phoenix-Mesa, AZ",2018,38.00,Rail
"Phoenix-Mesa, AZ",2019,168.65,Non-Rail
"Phoenix-Mesa, AZ",2019,38.00,Rail
"Phoenix-Mesa, AZ",2020,141.96,Non-Rail
"Phoenix-Mesa, AZ",2020,36.58,Rail
"Phoenix-Mesa, AZ",2021,128.07,Non-Rail
"Phoenix-Mesa, AZ",2021,38.00,Rail
"Pittsburgh, PA",2011,118.52,Non-Rail
"Pittsburgh, PA",2011,17.58,Rail
"Pittsburgh, PA",2012,121.25,Non-Rail
"Pittsburgh, PA",2012,19.33,Rail
"Pittsburgh, PA",2013,108.62,Non-Rail
"Pittsburgh, PA",2013,29.00,Rail
"Pittsburgh, PA",2014,99.98,Non-Rail
"Pittsburgh, PA",2014,29.00,Rail
"Pittsburgh, PA",2015,110.13,Non-Rail
"Pittsburgh, PA",2015,30.17,Rail
"Pittsburgh, PA",2016,123.89,Non-Rail
"Pittsburgh, PA",2016,29.79,Rail
"Pittsburgh, PA",2017,122.26,Non-Rail
"Pittsburgh, PA",2017,29.00,Rail
"Pittsburgh, PA",2018,121.57,Non-Rail
"Pittsburgh, PA",2018,29.83,Rail
"Pittsburgh, PA",2019,120.60,Non-Rail
"Pittsburgh, PA",2019,32.55,Rail
"Pittsburgh, PA",2020,99.03,Non-Rail
"Pittsburgh, PA",2020,18.42,Rail
"Pittsburgh, PA",2021,116.00,Non-Rail
"Pittsburgh, PA",2021,16.40,Rail
"Pittsfield, MA",2011,15.19,Non-Rail
"Pittsfield, MA",2012,8.92,Non-Rail
"Pittsfield, MA",2013,11.50,Non-Rail
"Pittsfield, MA",2014,11.50,Non-Rail
"Pittsfield, MA",2015,11.83,Non-Rail
"Pittsfield, MA",2016,12.08,Non-Rail
"Pittsfield, MA",2017,12.42,Non-Rail
"Pittsfield, MA",2018,12.46,Non-Rail
"Pittsfield, MA",2019,13.04,Non-Rail
"Pittsfield, MA",2020,11.96,Non-Rail
"Pittsfield, MA",2021,13.50,Non-Rail
"Pocatello, ID",2011,14.29,Non-Rail
"Port Arthur, TX",2011,5.00,Non-Rail
"Port Huron, MI",2011,57.75,Non-Rail
"Port Huron, MI",2012,50.88,Non-Rail
"Port Huron, MI",2013,50.31,Non-Rail
"Port Huron, MI",2014,51.00,Non-Rail
"Port Huron, MI",2015,51.56,Non-Rail
"Port Huron, MI",2016,51.00,Non-Rail
"Port Huron, MI",2017,50.40,Non-Rail
"Port Huron, MI",2018,50.94,Non-Rail
"Port Huron, MI",2019,51.94,Non-Rail
"Port Huron, MI",2020,35.93,Non-Rail
"Port Huron, MI",2021,48.75,Non-Rail
"Port St. Lucie, FL",2011,10.88,Non-Rail
"Port St. Lucie, FL",2012,10.50,Non-Rail
"Port St. Lucie, FL",2013,10.50,Non-Rail
"Port St. Lucie, FL",2014,10.54,Non-Rail
"Port St. Lucie, FL",2015,9.98,Non-Rail
"Port St. Lucie, FL",2016,8.65,Non-Rail
"Port St. Lucie, FL",2017,8.68,Non-Rail
"Port St. Lucie, FL",2018,8.88,Non-Rail
"Port St. Lucie, FL",2019,9.17,Non-Rail
"Port St. Lucie, FL",2020,8.73,Non-Rail
"Port St. Lucie, FL",2021,8.60,Non-Rail
"Porterville, CA",2011,4.54,Non-Rail
"Portland, ME",2011,21.61,Non-Rail
"Portland, ME",2011,9.92,Rail
"Portland, ME",2012,22.58,Non-Rail
"Portland, ME",2012,10.67,Rail
"Portland, ME",2013,20.06,Non-Rail
"Portland, ME",2013,17.00,Rail
"Portland, ME",2014,13.00,Non-Rail
"Portland, ME",2014,20.00,Rail
"Portland, ME",2015,13.83,Non-Rail
"Portland, ME",2015,20.00,Rail
"Portland, ME",2016,15.00,Non-Rail
"Portland, ME",2016,20.50,Rail
"Portland, ME",2017,19.50,Non-Rail
"Portland, ME",2017,21.00,Rail
"Portland, ME",2018,17.83,Non-Rail
"Portland, ME",2018,21.00,Rail
"Portland, ME",2019,19.00,Non-Rail
"Portland, ME",2019,21.00,Rail
"Portland, ME",2020,19.00,Non-Rail
"Portland, ME",2020,15.82,Rail
"Portland, ME",2021,4.00,Non-Rail
"Portland, ME",2021,15.00,Rail
"Portland, OR-WA",2011,103.44,Non-Rail
"Portland, OR-WA",2011,56.67,Rail
"Portland, OR-WA",2012,151.38,Non-Rail
"Portland, OR-WA",2012,38.78,Rail
"Portland, OR-WA",2013,114.83,Non-Rail
"Portland, OR-WA",2013,39.72,Rail
"Portland, OR-WA",2014,118.13,Non-Rail
"Portland, OR-WA",2014,39.83,Rail
"Portland, OR-WA",2015,120.99,Non-Rail
"Portland, OR-WA",2015,41.42,Rail
"Portland, OR-WA",2016,98.33,Non-Rail
"Portland, OR-WA",2016,44.67,Rail
"Portland, OR-WA",2017,82.31,Non-Rail
"Portland, OR-WA",2017,44.67,Rail
"Portland, OR-WA",2018,90.16,Non-Rail
"Portland, OR-WA",2018,44.33,Rail
"Portland, OR-WA",2019,92.74,Non-Rail
"Portland, OR-WA",2019,44.11,Rail
"Portland, OR-WA",2020,73.08,Non-Rail
"Portland, OR-WA",2020,38.31,Rail
"Portland, OR-WA",2021,68.86,Non-Rail
"Portland, OR-WA",2021,36.00,Rail
"Portsmouth, NH-ME",2011,21.67,Non-Rail
"Pottstown, PA",2012,3.50,Non-Rail
"Pottstown, PA",2013,3.00,Non-Rail
"Pottstown, PA",2014,3.00,Non-Rail
"Pottstown, PA",2015,3.00,Non-Rail
"Pottstown, PA",2016,3.00,Non-Rail
"Pottstown, PA",2017,3.00,Non-Rail
"Pottstown, PA",2018,3.00,Non-Rail
"Pottstown, PA",2019,3.00,Non-Rail
"Pottstown, PA",2020,3.00,Non-Rail
"Pottstown, PA",2021,3.00,Non-Rail
"Poughkeepsie-Newburgh, NY-NJ",2011,8.31,Non-Rail
"Poughkeepsie-Newburgh, NY-NJ",2012,10.23,Non-Rail
"Poughkeepsie-Newburgh, NY-NJ",2013,12.40,Non-Rail
